Plage,Aire,Temps,Position,Substrat,Date,Saison,Objet,Détail,Code,OPSAR,UNEP,Quantité,Poids
Anthy,62,30,1,4,04.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,9,0.0027
Anthy,211,95,2,4,04.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,20,0.006
Anthy,62,30,1,4,23.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,5,0.0015
Anthy,211,95,2,4,23.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,11,0.0033
Aubonne,72,40,1,4,06.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,3,0.0009
Aubonne,268,150,2,4,06.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,9,0.0027
Aubonne,72,40,1,4,14.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Aubonne,268,150,2,4,14.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,3,0.0009
Aubonne,72,40,1,4,10.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,4,0.0012
Aubonne,268,150,2,4,10.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,10,0.003
Aubonne,72,40,1,4,05.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Aubonne,268,150,2,4,05.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,2,0.0006
Baby Plage,112,60,1,1,22.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,2,0.0006
Baby Plage,384,200,2,1,22.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,51,0.0153
Baby Plage,112,60,1,1,23.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,5,0.0015
Baby Plage,384,200,2,1,23.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,54,0.0162
Baby Plage,112,60,1,1,02.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,21,0.0063
Baby Plage,384,200,2,1,02.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,48,0.0144
Baby Plage,112,60,1,1,15.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,10,0.003
Baby Plage,384,200,2,1,15.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,20,0.006
Bouveret,99,50,1,1,15.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,47,0.0141
Bouveret,438,220,2,1,15.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,70,0.021
Bouveret,99,50,1,1,30.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,188,0.0564
Bouveret,438,220,2,1,30.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,85,0.0255
Bouveret,438,220,2,1,03.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,103,0.0309
Bouveret,99,50,1,1,03.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,38,0.0114
Bouveret,438,220,2,1,05.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,95,0.0285
Clarens,273,125,2,2,16.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,5,0.0015
Clarens,67,30,1,4,29.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,2,0.0006
Clarens,273,125,2,2,29.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,23,0.0069
Clarens,67,30,1,4,30.07.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,38,0.0114
Clarens,273,125,2,2,30.07.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,95,0.0285
Clarens,67,30,1,4,17.12.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,2,0.0006
Clarens,273,125,2,2,17.12.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,34,0.0102
Crans,16,6,1,2,16.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,3,0.0009
Crans,16,6,1,2,06.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,3,0.0009
Cully,52,25,2,3,26.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,2,0.0006
Cully,52,25,2,3,04.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Cully,52,25,2,3,07.08.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,2,0.0006
Cully,15,7,1,3,17.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Cully,52,25,2,3,17.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Excenevex,175,90,1,1,13.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,67,0.0201
Excenevex,1803,900,2,1,13.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,772,0.2316
Excenevex,175,90,1,1,08.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,30,0.009
Excenevex,1803,900,2,1,08.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,32,0.0096
Excenevex,175,90,1,1,04.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,174,0.0522
Excenevex,1803,900,2,1,04.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,202,0.0606
Excenevex,1803,900,2,1,06.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,125,0.0375
Excenevex,175,90,1,1,06.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,423,0.1269
Gland,23,8,1,2,16.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,3,0.0009
Gland,22,8,2,2,16.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,7,0.0021
Gland,23,8,1,2,18.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,12,0.0036
Gland,22,8,2,2,18.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,29,0.0087
Gland,22,8,2,2,06.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,12,0.0036
Gland,23,8,1,2,10.12.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Gland,22,8,2,2,10.12.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,11,0.0033
Grangettes,260,130,2,1,13.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,195,0.0585
Grangettes,79,40,1,1,02.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,45,0.0135
Grangettes,260,130,2,1,02.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,112,0.0336
Grangettes,79,40,1,1,18.07.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,121,0.0363
Grangettes,260,130,2,1,18.07.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,367,0.1101
Grangettes,79,40,1,1,08.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,84,0.0252
Grangettes,260,130,2,1,08.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,231,0.0693
Hermance,265,130,2,4,10.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,12,0.0036
Hermance,265,130,2,4,5/14/2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,16,0.0048
Hermance,105,50,1,4,5/14/2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,12,0.0036
Hermance,105,50,1,4,9/11/2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Hermance,265,130,2,4,9/11/2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,3,0.0009
Lugrin,159,80,2,4,06.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,19,0.0057
Lugrin,159,80,2,4,07.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Lugrin,72,35,1,4,07.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,5,0.0015
Lugrin,72,35,1,4,02.07.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,3,0.0009
Lugrin,159,80,2,4,02.07.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,13,0.0039
Lugrin,72,35,1,4,05.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Lugrin,159,80,2,4,05.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,12,0.0036
Lutry,77,40,1,4,29.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,15,0.0045
Lutry,234,120,2,2,29.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,41,0.0123
Lutry,77,40,1,4,19.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,41,0.0123
Lutry,234,120,2,2,19.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,52,0.0156
Lutry,234,120,2,2,08.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,32,0.0096
Lutry,77,40,1,4,08.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,65,0.0195
Lutry,234,120,2,2,02.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,41,0.0123
Lutry,77,40,1,4,02.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,72,0.0216
Meillerie,53,7,1,2,24.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,3,0.0009
Meillerie,53,7,1,2,02.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,5,0.0015
Meillerie,53,7,1,2,18.07.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Meillerie,53,7,1,2,08.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,6,0.0018
Pichette,41,20,1,3,03.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,2,0.0006
Pichette,41,20,1,3,14.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,4,0.0012
Pichette,231,120,2,3,14.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,4,0.0012
Port Choiseul,147,70,1,3,15.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,5,0.0015
Port Choiseul,297,150,2,3,15.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,126,0.0378
Port Choiseul,147,70,1,3,16.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,5,0.0015
Port Choiseul,297,150,2,3,16.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,67,0.0201
Port Choiseul,444,220,2,3,03.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,31,0.0093
Port Choiseul,297,150,2,3,15.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,40,0.012
Port Choiseul,147,70,1,3,15.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,69,0.0207
Préverenges,150,80,1,1,12.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,12,0.0036
Préverenges,961,490,2,1,12.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,224,0.0672
Préverenges,150,80,1,1,30.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,11,0.0033
Préverenges,961,490,2,1,30.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,275,0.0825
Préverenges,150,80,1,1,13.08.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,10,0.003
Préverenges,961,490,2,,13.08.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,232,0.0696
Préverenges,150,80,1,1,05.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,34,0.0102
Préverenges,961,490,2,1,05.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,305,0.0915
Rolle,122,60,1,1,15.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,6,0.0018
Rolle,815,415,2,1,15.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,71,0.0213
Rolle,937,475,2,1,01.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,56,0.0168
Rolle,122,60,1,1,06.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,13,0.0039
Rolle,815,415,2,1,06.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,45,0.0135
Saint-Disdille,75,30,1,4,29.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,3,0.0009
Saint-Disdille,259,100,2,4,29.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,80,0.024
Saint-Disdille,75,30,1,4,23.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Saint-Disdille,259,100,2,4,23.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,116,0.0348
Saint-Disdille,75,30,1,4,10.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,9,0.0027
Saint-Disdille,259,100,2,4,10.09.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,123,0.0369
Saint-Disdille,75,30,1,4,22.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,7,0.0021
Saint-Disdille,259,100,2,4,22.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,91,0.0273
Savonnière,82,40,1,4,16.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,8,0.0024
Savonnière,325,160,2,2,16.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,51,0.0153
Savonnière,82,40,1,4,01.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,4,0.0012
Savonnière,325,160,2,2,01.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,19,0.0057
Savonnière,82,40,1,4,06.08.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,6,0.0018
Savonnière,325,160,2,2,06.08.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,16,0.0048
Savonnière,82,40,1,4,06.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,10,0.003
Savonnière,325,160,2,2,06.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,23,0.0069
Tolochenaz,75,40,2,2,07.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Tolochenaz,52,25,1,2,07.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,6,0.0018
Tolochenaz,75,40,2,2,01.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,5,0.0015
Tolochenaz,75,40,2,2,21.08.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,2,0.0006
Tolochenaz,52,25,1,2,12.11.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Tougues,94,45,1,2,29.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Tougues,450,220,2,2,29.01.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,12,0.0036
Tougues,94,45,1,2,07.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,4,0.0012
Tougues,450,220,2,2,07.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,36,0.0108
Tougues,94,45,1,2,10.08.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,2,0.0006
Tougues,450,220,2,2,10.08.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,30,0.009
Tougues,94,45,1,2,22.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,5,0.0015
Vidy,91,45,1,1,04.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,14,0.0042
Vidy,413,210,2,1,04.02.2022,1,"Morceau de plastique de moins de 2,5cm",,G78,,,75,0.0225
Vidy,91,45,1,1,13.05.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,7,0.0021
Vidy,91,45,1,1,12.07.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,20,0.006
Vidy,413,210,2,1,12.07.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,80,0.024
Vidy,91,45,1,1,18.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,7,0.0021
Vidy,413,210,2,1,18.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,77,0.0231
Versoix,37,20,1,3,30.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,5,0.0015
Versoix,132,65,2,3,30.04.2022,2,"Morceau de plastique de moins de 2,5cm",,G78,,,14,0.0042
Versoix,132,65,2,3,14.08.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,9,0.0027
Versoix,37,20,1,3,14.08.2022,3,"Morceau de plastique de moins de 2,5cm",,G78,,,2,0.0006
Versoix,37,20,1,3,15.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,1,0.0003
Versoix,132,65,1,3,15.10.2022,4,"Morceau de plastique de moins de 2,5cm",,G78,,,10,0.003
Lutry,77,40,1,4,02.11.2022,4,Morceau de plastique de plus de 50cm,,G80,,,4,4
Grangettes,79,40,1,1,13.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",Feuille/fourre en plastique,G79,,,10,0.01
Lugrin,159,80,2,4,05.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",Feuille/fourre en plastique,G79,,,1,0.001
Lutry,77,40,1,4,19.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",Feuille/fourre en plastique,G79,,,13,0.013
Lutry,234,120,2,2,19.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",Feuille/fourre en plastique,G79,,,5,0.005
Lutry,234,120,2,2,02.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",Feuille/fourre en plastique,G79,,,3,0.003
Lutry,77,40,1,4,02.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",Feuille/fourre en plastique,G79,,,13,0.013
Rolle,937,475,2,1,01.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",Feuille/fourre en plastique,G79,,,21,0.021
Rolle,815,415,2,1,06.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",Feuille/fourre en plastique,G79,,,2,0.002
Amphion,98,50,1,4,01.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,12,0.036
Amphion,342,170,2,4,01.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,225,0.675
Amphion,98,50,1,4,03.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,6,0.018
Amphion,342,170,2,4,03.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,140,0.42
Amphion,342,170,2,4,19.07.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,89,0.267
Amphion,98,50,1,4,18.10.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,50,0.15
Amphion,342,170,2,4,18.10.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,59,0.177
Anthy,211,95,2,4,09.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,7,0.021
Anthy,211,95,2,4,04.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,3,0.009
Anthy,62,30,1,4,23.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,3,0.009
Anthy,211,95,2,4,23.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,4,0.012
Aubonne,268,150,2,4,06.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,2,0.006
Aubonne,72,40,1,4,14.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,1,0.003
Aubonne,268,150,2,4,14.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,5,0.015
Aubonne,72,40,1,4,10.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,2,0.006
Aubonne,268,150,2,4,10.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,3,0.009
Aubonne,268,150,2,4,05.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,1,0.003
Aubonne,72,40,1,4,05.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,2,0.006
Baby Plage,112,60,1,1,22.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,1,0.003
Baby Plage,384,200,2,1,22.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,13,0.039
Baby Plage,384,200,2,1,23.04.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,10,0.03
Baby Plage,112,60,1,1,02.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,2,0.006
Baby Plage,384,200,2,1,02.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,8,0.024
Baby Plage,384,200,2,1,15.10.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,11,0.033
Bouveret,99,50,1,1,15.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,41,0.123
Bouveret,438,220,2,1,15.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,99,0.297
Bouveret,99,50,1,1,30.04.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,93,0.279
Bouveret,438,220,2,1,30.04.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,42,0.126
Bouveret,438,220,2,1,03.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,35,0.105
Bouveret,99,50,1,1,03.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,66,0.198
Bouveret,438,220,2,1,05.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,23,0.069
Clarens,67,30,1,4,29.04.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,6,0.018
Clarens,273,125,2,2,29.04.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,39,0.117
Clarens,273,125,2,2,30.07.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,2,0.006
Clarens,67,30,1,4,30.07.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,48,0.144
Clarens,273,125,2,2,17.12.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,33,0.099
Crans,16,6,1,2,16.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,2,0.006
Crans,16,6,1,2,18.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,3,0.009
Cully,52,25,2,3,26.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,1,0.003
Cully,15,7,1,3,04.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,1,0.003
Cully,52,25,2,3,17.10.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,2,0.006
Excenevex,175,90,1,1,13.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,78,0.234
Excenevex,1803,900,2,1,13.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,130,0.39
Excenevex,175,90,1,1,08.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,20,0.06
Excenevex,1803,900,2,1,08.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,15,0.045
Excenevex,175,90,1,1,04.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,52,0.156
Excenevex,1803,900,2,1,04.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,62,0.186
Excenevex,1803,900,2,1,06.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,37,0.111
Excenevex,175,90,1,1,06.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,167,0.501
Gland,23,8,1,2,16.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,1,0.003
Gland,22,8,2,2,16.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,6,0.018
Gland,23,8,1,2,18.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,4,0.012
Gland,22,8,2,2,18.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,14,0.042
Grangettes,79,40,1,1,13.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,16,0.048
Grangettes,260,130,2,1,13.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,83,0.249
Grangettes,260,130,2,1,02.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,10,0.03
Grangettes,79,40,1,1,02.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,13,0.039
Grangettes,79,40,1,1,18.07.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,29,0.087
Grangettes,260,130,2,1,18.07.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,81,0.243
Grangettes,79,40,1,1,08.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,69,0.207
Grangettes,260,130,2,1,08.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,73,0.219
Hermance,105,50,1,4,10.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,2,0.006
Hermance,265,130,2,4,10.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,6,0.018
Hermance,265,130,2,4,5/14/2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,11,0.033
Hermance,105,50,1,4,5/14/2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,5,0.015
Hermance,265,130,2,4,11/6/2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,12,0.036
Hermance,265,130,2,4,9/11/2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,6,0.018
Lugrin,72,35,1,4,06.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,4,0.012
Lugrin,159,80,2,4,06.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,20,0.06
Lugrin,159,80,2,4,07.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,4,0.012
Lugrin,72,35,1,4,07.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,10,0.03
Lugrin,72,35,1,4,02.07.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,7,0.021
Lugrin,159,80,2,4,02.07.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,9,0.027
Lugrin,72,35,1,4,05.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,11,0.033
Lugrin,159,80,2,4,05.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,12,0.036
Lutry,77,40,1,4,29.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,6,0.018
Lutry,234,120,2,2,29.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,18,0.054
Lutry,77,40,1,4,19.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,3,0.009
Lutry,234,120,2,2,19.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",,G79,,,2,0.006
Lutry,234,120,2,2,08.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,3,0.009
Lutry,77,40,1,4,08.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",,G79,,,11,0.033
Lutry,234,120,2,2,02.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,9,0.027
Lutry,77,40,1,4,02.11.2022,4,"Morceau de plastique entre 2,5 et 50cm",,G79,,,9,0.027
Meillerie,53,7,1,2,24.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,1,0.003
Pichette,190,100,2,3,03.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,2,0.006
Port Choiseul,147,70,1,3,15.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,1,0.003
Port Choiseul,297,150,2,3,15.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",,G79,,,99,0.297
