échantillon,Plage,substrat,date,area,slug,code,quantité,pcs/m²,region
"('amphion', '01.02.2022')",Amphion,4,2022-02-01,440,amphion,G4,0,0.0,Grand lac
"('amphion', '01.02.2022')",Amphion,4,2022-02-01,440,amphion,G54,0,0.0,Grand lac
"('amphion', '01.02.2022')",Amphion,4,2022-02-01,440,amphion,G7,0,0.0,Grand lac
"('amphion', '01.02.2022')",Amphion,4,2022-02-01,440,amphion,G155,0,0.0,Grand lac
"('amphion', '01.02.2022')",Amphion,4,2022-02-01,440,amphion,G127,0,0.0,Grand lac
"('amphion', '01.02.2022')",Amphion,4,2022-02-01,440,amphion,G129,0,0.0,Grand lac
"('amphion', '01.02.2022')",Amphion,4,2022-02-01,440,amphion,G136,0,0.0,Grand lac
"('amphion', '01.02.2022')",Amphion,4,2022-02-01,440,amphion,G102,0,0.0,Grand lac
"('amphion', '01.02.2022')",Amphion,4,2022-02-01,440,amphion,G139,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G113,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G114,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G148,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G66,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G914,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G931,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G97,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G10,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G103,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G106,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G117,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G2,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G25,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G74,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G89,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G112,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G125,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G135,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G145,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G29,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G32,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G50,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G99,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G132,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G53,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G165,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G137,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G73,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G926,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G126,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G128,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G194,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G26,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G48,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G901,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G929,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G101,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G34,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G100,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G12,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G144,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G18,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G33,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G67,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G90,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G937,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G133,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G28,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G39,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G4,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G54,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G7,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G155,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G127,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G129,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G136,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G102,0,0.0,Grand lac
"('amphion', '03.05.2022')",Amphion,4,2022-05-03,440,amphion,G139,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G131,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G148,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G914,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G931,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G97,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G159,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G112,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G125,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G135,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G145,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G29,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G32,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G50,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G99,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G132,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G53,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G165,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G137,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G73,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G926,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G126,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G128,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G194,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G26,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G48,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G901,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G929,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G101,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G34,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G100,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G12,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G144,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G18,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G33,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G67,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G90,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G937,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G133,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G28,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G39,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G4,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G54,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G7,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G155,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G127,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G129,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G136,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G102,0,0.0,Grand lac
"('amphion', '18.10.2022')",Amphion,4,2022-10-18,440,amphion,G139,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G113,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G131,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G148,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G914,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G931,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G97,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G159,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G10,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G103,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G106,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G117,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G25,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G89,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G132,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G53,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G165,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G137,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G73,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G926,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G126,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G128,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G194,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G26,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G48,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G901,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G929,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G101,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G34,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G100,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G12,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G144,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G18,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G33,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G67,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G90,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G937,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G133,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G28,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G39,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G4,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G54,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G7,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G155,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G127,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G129,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G136,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G102,0,0.0,Grand lac
"('amphion', '19.07.2022')",Amphion,4,2022-07-19,440,amphion,G139,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G113,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G114,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G131,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G148,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G211,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G30,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G35,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G66,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G70,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G914,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G922,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G931,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G95,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G97,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,Gcaps,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,Gfoams,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G159,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G10,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G103,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G106,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G117,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G2,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G25,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G74,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G89,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G125,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G135,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G145,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G29,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G32,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G50,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G99,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G53,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G165,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G137,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G73,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G926,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G126,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G128,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G194,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G26,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G48,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G901,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G929,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G101,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G34,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G100,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G12,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G144,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G18,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G33,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G67,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G90,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G937,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G133,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G28,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G39,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G4,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G54,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G7,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G155,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G127,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G129,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G136,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G102,0,0.0,Grand lac
"('anthy', '04.05.2022')",Anthy,4,2022-05-04,273,anthy,G139,0,0.0,Grand lac
"('anthy', '09.02.2022')",Anthy,4,2022-02-09,273,anthy,G113,0,0.0,Grand lac
"('anthy', '09.02.2022')",Anthy,4,2022-02-09,273,anthy,G114,0,0.0,Grand lac
"('anthy', '09.02.2022')",Anthy,4,2022-02-09,273,anthy,G148,0,0.0,Grand lac
"('anthy', '09.02.2022')",Anthy,4,2022-02-09,273,anthy,G211,0,0.0,Grand lac
"('anthy', '09.02.2022')",Anthy,4,2022-02-09,273,anthy,G27,0,0.0,Grand lac
